Index,TagTime,Title,Artist,URL,TrackKey
214,2024-02-04,"Coco Jamboo","Mr. President",https://www.shazam.com/track/54384340/coco-jamboo,54384340
215,2024-02-03,"Levitating (feat. DaBaby)","Dua Lipa",https://www.shazam.com/track/538322038/levitating-feat-dababy,538322038
216,2024-01-19,"Au Revoir","Mark Foster Feat. Sido",https://www.shazam.com/track/111028649/au-revoir,111028649
217,2024-01-13,"Enemy (From the series "Arcane League of Legends")","Imagine Dragons, Arcane & League of Legends Music",https://www.shazam.com/track/590327322/enemy-from-the-series-arcane-league-of-legends,590327322
218,2024-01-01,"CINE-I SOARELE TAU","Akord",https://www.shazam.com/track/635784709/cine-i-soarele-tau,635784709
219,2023-12-29,"Ochii","Satoshi",https://www.shazam.com/track/687656469/ochii,687656469
220,2023-12-28,"Rise Up 2021 (feat. Jaba)","Steff da Campo & Yves Larock",https://www.shazam.com/track/579533903/rise-up-2021-feat-jaba,579533903
221,2023-12-27,"Are You with Me","Lost Frequencies",https://www.shazam.com/track/304174982/are-you-with-me,304174982
222,2023-12-25,"Left Outside Alone","Anastacia",https://www.shazam.com/track/40238388/left-outside-alone,40238388
223,2023-12-20,"Medley: Let Me Talk to You / My Love (feat. T.I.)","Justin Timberlake",https://www.shazam.com/track/44650395/medley-let-me-talk-to-you-my-love-feat-t-i,44650395
224,2023-12-08,"Snowman","Sia",https://www.shazam.com/track/380156079/snowman,380156079
225,2023-12-07,"ITALODISCO","The Kolors",https://www.shazam.com/track/664864050/italodisco,664864050
226,2023-12-05,"Rise Up (Originally Performed by Andra Day) [Karaoke Version]","Covered Up",https://www.shazam.com/track/448089835/rise-up-originally-performed-by-andra-day-karaoke-version,448089835
227,2023-12-02,"Infinity","Jaymes Young",https://www.shazam.com/track/360400967/infinity,360400967
